Road Team            Home Team            Predicted    Close        Game Dif     W/L          Absolute Error
Colorado State       Wyoming              -4.47        -5.5         -28          LOSS         23.53
Texas A&M            LSU                  7.39         1.5          24           WIN          16.61
Michigan             Michigan State       12.70        13.5         11           WIN          1.70
Tennessee            Kentucky             11.24        7.5          22           WIN          10.76
North Dakota State   South Dakota State   4.65         7.0          31           LOSS         26.35
Houston              Arizona State        -6.94        -7.5         8            WIN          14.94
Incarnate Word       UTRGV                -1.52        4.5          -28          WIN          26.48
Southern Utah        Utah Tech            8.73         10.0         21           LOSS         12.27
Montana State        Cal Poly             8.79         21.5         17           WIN          8.21
Colorado             Utah                 -15.24       -14.0        -46          WIN          30.76

James Madison        Texas State          8.00         7.0          32           WIN          24.00
UTEP                 Kennesaw State       -30.74       -11.5        -13          WIN          17.74
Jax State            Middle Tennessee     9.21         4.0          3            LOSS         6.21
FIU                  Missouri State       -7.90        -3.0         -7           WIN          0.90
Norfolk State        Delaware State       -20.11       -16.5        -7           LOSS         13.11
Marshall             Coastal Carolina     6.11         7.0          -17          WIN          23.11
Tulane               UTSA                 10.61        6.0          -22          LOSS         32.61
Memphis              Rice                 19.20        14.0         24           WIN          4.80
Brown                Penn                 -8.10        -9.5         -7           WIN          1.10
North Carolina       Syracuse             -10.29       -1.5         17           LOSS         27.29
Sam Houston          Louisiana Tech       -32.41       -16.5        -41          WIN          8.59
Idaho                Northern Arizona     -10.60       -5.5         3            LOSS         13.60
Buffalo              Bowling Green        -11.35       -1.5         25           LOSS         36.35
UAB                  UConn                -15.06       -11.5        -19          WIN          3.94
Penn State           Ohio State           -22.58       -17.5        -24          WIN          1.42
Wagner               Saint Francis        13.31        6.5          3            LOSS         10.31
Miami FL             SMU                  10.67        8.5          -6           LOSS         16.67
LIU                  CCSU                 -3.06        -6.5         -3           WIN          0.06
Duke                 Clemson              -3.10        -3.5         1            WIN          4.10
Georgetown           Lehigh               -34.15       -23.5        -41          WIN          6.85
Towson               NC A&T               6.21         7.5          53           LOSS         46.79
West Virginia        Houston              -27.71       -13.5        10           LOSS         37.71
Rutgers              Illinois             -11.09       -12.5        -22          LOSS         10.91
Navy                 North Texas          -10.51       -6.5         -14          WIN          3.49
Vanderbilt           Texas                3.17         -3.5         -3           WIN          6.17
Columbia             Yale                 -25.47       -23.5        -14          LOSS         11.47
Army                 Air Force            10.02        1.5          3            WIN          7.02
UCF                  Baylor               -1.35        -3.0         -27          LOSS         25.65
New Haven            Sacred Heart         -13.07       -15.5        -15          WIN          1.93
Monmouth             Bryant               17.09        15.5         28           WIN          10.91
Drake                Butler               2.32         7.0          5            WIN          2.68
Princeton            Cornell              5.78         2.5          -3           LOSS         8.78
Lafayette            Holy Cross           3.61         3.0          8            WIN          4.39
Arizona State        Iowa State           -8.03        -7.5         5            LOSS         13.03
Stony Brook          Maine                -6.56        -1.5         -7           WIN          0.44
Davidson             Morehead State       -13.44       -10.5        -4           LOSS         9.44
Valparaiso           Presbyterian         -33.24       -32.5        -29          LOSS         4.24
Robert Morris        Stonehill            -12.01       -6.0         3            LOSS         15.01
Gardner-Webb         Tennessee Tech       -11.39       -19.5        -6           WIN          5.39
Merrimack            Colgate              -5.63        -7.0         -3           WIN          2.63
Samford              Wofford              -22.38       -12.5        -10          LOSS         12.38
Montana State        Northern Colorado    22.36        23.5         48           LOSS         25.64
VMI                  The Citadel          -22.40       -14.0        -11          LOSS         11.40
Mercer               Furman               16.69        15.5         24           WIN          7.31
Fordham              Richmond             -11.41       -13.5        -3           WIN          8.41
Morgan State         SC State             -19.24       -12.5        -6           LOSS         13.24
East Carolina        Temple               11.29        5.5          31           WIN          19.71
North Dakota         South Dakota         17.54        12.5         -5           LOSS         22.54
Charleston Southern  SE Missouri State    -3.16        -10.5        6            WIN          9.16
Marist               St. Thomas           -17.50       -12.5        -45          WIN          27.50
Mississippi Valley StBethune-Cookman      -20.31       -21.5        -8           WIN          12.31
Louisville           Virginia Tech        13.65        10.5         12           WIN          1.65
Southern             Pine Bluff           -3.45        1.5          -19          WIN          15.55
Alabama A&M          Grambling            -6.45        -3.5         -3           LOSS         3.45
Northern Iowa        Illinois State       -17.80       -13.5        -15          WIN          2.80
Lamar                Incarnate Word       12.52        1.5          -7           LOSS         19.52
Montana              Weber State          24.75        19.5         21           WIN          3.75
UT Martin            Eastern Illinois     -0.07        5.5          7            LOSS         7.07
Alabama State        Prairie View         14.33        9.5          3            LOSS         11.33
Indiana State        South Dakota State   -19.95       -32.5        12           WIN          31.95
Alcorn State         Texas Southern       -9.32        -7.5         19           LOSS         28.32
Dartmouth            Harvard              -15.83       -12.5        -21          WIN          5.17
New Mexico           UNLV                 -6.54        -3.5         5            LOSS         11.54
Notre Dame           Boston College       37.10        31.5         15           LOSS         22.10
Georgia              Florida              11.12        7.0          4            LOSS         7.12
Louisiana            South Alabama        -10.92       -4.0         9            LOSS         19.92
NC Central           Howard               15.06        14.5         21           WIN          5.94
Delaware             Liberty              -3.16        -3.5         -29          LOSS         25.84
Texas Tech           Kansas State         9.15         7.5          23           WIN          13.85
Old Dominion         Louisiana-Monroe     24.25        17.0         25           WIN          0.75
Youngstown State     North Dakota State   -28.95       -26.5        -8           LOSS         20.95
Fresno State         Boise State          -28.24       -17.5        23           LOSS         51.24
Indiana              Maryland             16.47        21.0         45           LOSS         28.53
Michigan State       Minnesota            -1.50        -4.5         -3           WIN          1.50
New Mexico State     Western Kentucky     -2.45        -8.5         -19          LOSS         16.55
Pitt                 Stanford             17.59        14.0         15           WIN          2.59
Albany               William & Mary       -14.71       -19.5        -30          LOSS         15.29
Virginia             Cal                  11.87        5.5          10           WIN          1.87
Western Carolina     Chattanooga          9.79         3.5          7            WIN          2.79
Central Michigan     Western Michigan     -2.87        -6.0         -3           WIN          0.13
Tarleton State       Abilene Christian    8.68         15.5         -3           WIN          11.68
Mississippi State    Arkansas             2.25         -4.5         3            WIN          0.75
Oklahoma State       Kansas               -25.84       -24.5        -17          LOSS         8.84
Houston Christian    Nicholls             -13.64       -9.5         -24          WIN          10.36
North Alabama        Utah Tech            -3.34        -3.5         -1           WIN          2.34
Sac State            Eastern Washington   8.79         8.5          22           WIN          13.21
Idaho State          UC Davis             -16.00       -13.5        2            LOSS         18.00
Dayton               San Diego            -2.03        -1.5         -18          WIN          15.97
Lindenwood           Tennessee State      10.07        4.5          22           WIN          11.93
Eastern Kentucky     Central Arkansas     -6.21        -5.5         21           LOSS         27.21
Southern Illinois    Murray State         32.51        28.5         20           LOSS         12.51
Portland State       Cal Poly             -29.44       -16.5        5            LOSS         34.44
Jackson State        Florida A&M          15.01        15.5         25           LOSS         9.99
Northwestern State   McNeese              -7.71        -16.5        -47          LOSS         39.29
South Carolina       Ole Miss             -18.64       -12.5        -16          WIN          2.64
Arizona              Colorado             -0.23        3.5          35           LOSS         35.23
Purdue               Michigan             -22.92       -21.0        -5           LOSS         17.92
East Texas A&M       SE Louisiana         -21.29       -16.5        -45          WIN          23.71
UTRGV                SF Austin            -14.38       -10.0        -24          WIN          9.62
Wyoming              San Diego State      -20.31       -10.5        -17          WIN          3.31
Georgia Tech         NC State             9.61         4.5          -12          LOSS         21.61
Kentucky             Auburn               -17.60       -11.5        7            LOSS         24.60
Wake Forest          Florida State        -3.99        -11.5        -35          LOSS         31.01
Oklahoma             Tennessee            -1.38        -3.0         6            WIN          7.38
USC                  Nebraska             9.01         4.5          4            LOSS         5.01
Washington State     Oregon State         16.00        3.5          -3           LOSS         19.00
Arkansas State       Troy                 -3.83        -8.5         13           WIN          16.83
Austin Peay          Southern Utah        0.40         1.5          -16          WIN          16.40
Cincinnati           Utah                 -11.53       -10.5        -31          WIN          19.47
Hawai'i              San Jose State       0.45         -2.5         -7           LOSS         7.45

UMass                Akron                -15.98       -11.5        -34          WIN          18.02
Miami OH             Ohio                 -6.56        -2.5         -4           WIN          2.56
Kent State           Ball State           2.58         -3.0         -4           LOSS         6.58
Northern Illinois    Toledo               -17.69       -15.5        -39          WIN          21.31
Georgia Southern     App State            -6.54        -5.5         2            LOSS         8.54
UTSA                 USF                  -9.94        -13.5        -32          LOSS         22.06
Delaware State       Morgan State         10.48        3.5          2            LOSS         8.48
Harvard              Columbia             35.35        28.5         17           LOSS         18.35
Houston              UCF                  8.24         -1.5         3            WIN          5.24
Tulane               Memphis              -3.65        -3.0         6            LOSS         9.65
Northwestern         USC                  -19.80       -14.5        -21          WIN          1.20
Duquesne             LIU                  2.27         7.5          -18          WIN          20.27
Indiana              Penn State           21.90        14.0         3            LOSS         18.90
Wagner               Robert Morris        -3.59        -2.5         4            LOSS         7.59
NC A&T               Stony Brook          -23.04       -18.5        -26          WIN          2.96
Colorado             West Virginia        8.85         -6.5         -7           LOSS         15.85
New Hampshire        Monmouth             -10.37       -12.5        21           WIN          31.37
Temple               Army                 -10.33       -7.5         -1           LOSS         9.33
SMU                  Boston College       18.06        10.5         32           WIN          13.94
Stonehill            CCSU                 -7.13        -12.5        -30          LOSS         22.87
Furman               Chattanooga          -0.74        -4.5         -17          LOSS         16.26
Holy Cross           Lehigh               -26.23       -20.5        -35          WIN          8.77
James Madison        Marshall             10.58        13.5         12           WIN          1.42
Virginia Lynchburg   Sacred Heart         -52.99                    -46                       6.99
Mercyhurst           Saint Francis        16.30        10.5         1            LOSS         15.30
Southern Miss        Arkansas State       6.16         6.5          6            WIN          0.16
Yale                 Brown                9.60         14.5         12           WIN          2.40
Georgia              Mississippi State    5.66         9.5          20           LOSS         14.34
BYU                  Texas Tech           -8.78        -12.5        -22          LOSS         13.22
Colgate              Lafayette            -4.87        -6.5         -17          LOSS         12.13
Illinois State       Indiana State        6.53         10.5         32           LOSS         25.47
Maine                Hampton              28.12        14.5         28           WIN          0.12
San Diego            Valparaiso           25.73        23.5         16           LOSS         9.73
Stetson              Marist               -15.37       -12.5        -28          WIN          12.63
The Citadel          Ole Miss             -50.66       -51.5        -49          WIN          1.66
Princeton            Dartmouth            -8.30        -10.5        -3           WIN          5.30
Bowling Green        Eastern Michigan     6.57         -3.0         -6           LOSS         12.57
Bucknell             Fordham              -6.93        -1.5         18           LOSS         24.93
Missouri State       Liberty              -1.87        -7.5         4            WIN          5.87
Butler               Morehead State       15.74        11.5         -1           LOSS         16.74
Cornell              Penn                 -15.07       -10.5        22           LOSS         37.07
Ohio State           Purdue               27.63        29.5         24           WIN          3.63
Bryant               Albany               3.35         3.5          3            WIN          0.35
St. Thomas           Drake                -2.60        -2.5         7            LOSS         9.60
Tennessee Tech       Eastern Illinois     24.25        24.5         12           WIN          12.25
Richmond             Georgetown           6.31         6.0          7            WIN          0.69
Villanova            Towson               8.70         6.5          18           WIN          9.30
Presbyterian         Davidson             31.08        27.5         -1           LOSS         32.08
Howard               SC State             -21.51       -15.5        -30          WIN          8.49
Wofford              VMI                  15.44        11.5         42           WIN          26.56
SE Missouri State    Gardner-Webb         -18.61       -4.5         -3           LOSS         15.61
Norfolk State        NC Central           -30.88       -26.5        -3           LOSS         27.88
Incarnate Word       Northwestern State   16.17        24.5         35           LOSS         18.83
Lindenwood           Western Illinois     7.28         7.5          -3           WIN          10.28
William & Mary       Campbell             7.03         8.5          3            WIN          4.03
UAB                  Rice                 -3.63        1.5          -7           WIN          3.37
Southern Illinois    Youngstown State     3.73         -5.0         -10          LOSS         13.73
North Dakota State   North Dakota         1.14         10.5         5            WIN          3.86
Murray State         Northern Iowa        -13.18       -12.5        -17          WIN          3.82
Tennessee State      UT Martin            -16.41       -14.5        -19          WIN          2.59
Rhode Island         Elon                 -1.37        4.5          14           LOSS         15.37
Maryland             Rutgers              6.00         -1.5         -15          LOSS         21.00
Mercer               Western Carolina     5.80         8.5          2            WIN          3.80
Louisiana Tech       Delaware             15.79        5.5          -1           LOSS         16.79
Utah Tech            Abilene Christian    -25.17       -20.5        -21          WIN          4.17
Florida A&M          Pine Bluff           -2.62        3.5          3            WIN          5.62
Bethune-Cookman      Grambling            -1.22        -2.5         -8           LOSS         6.78
FIU                  Middle Tennessee     6.00         -1.5         26           WIN          20.00
Eastern Washington   Montana              -33.26       -27.0        -5           LOSS         28.26
Weber State          Montana State        -35.90       -29.0        -52          WIN          16.10
Jax State            UTEP                 4.63         1.5          3            WIN          1.63
Charlotte            East Carolina        -42.44       -28.5        -26          LOSS         16.44
Southern Utah        Eastern Kentucky     13.76        6.5          10           WIN          3.76
Tulsa                FAU                  -3.12        -4.5         -19          LOSS         15.88
Prairie View         Alabama A&M          3.55         3.5          43           WIN          39.45
SF Austin            Houston Christian    29.93        24.5         47           WIN          17.07
Jackson State        Mississippi Valley St26.11        27.5         39           LOSS         12.89
Texas Southern       Alabama State        -27.35       -16.5        -18          WIN          9.35
ETSU                 Samford              21.28        17.5         24           WIN          2.72
Duke                 UConn                2.33         7.5          -3           WIN          5.33
Iowa State           TCU                  -4.53        -7.5         3            WIN          7.53
Syracuse             Miami FL             -29.89       -28.5        -28          LOSS         1.89
Oregon               Iowa                 10.24        4.5          2            LOSS         8.24
Texas A&M            Missouri             14.12        7.0          21           WIN          6.88
Kansas               Arizona              -14.12       -5.5         -4           LOSS         10.12
Merrimack            New Haven            13.02        9.5          -10          LOSS         23.02
Southern             Alcorn State         -13.31       -12.5        -18          WIN          4.69
SE Louisiana         Lamar                14.08        9.5          -2           LOSS         16.08
South Dakota State   South Dakota         -2.57        6.5          -7           WIN          4.43
Auburn               Vanderbilt           -3.33        -6.0         -7           LOSS         3.67
Kennesaw State       New Mexico State     16.21        10.0         3            LOSS         13.21
Georgia State        Coastal Carolina     -10.52       -7.5         -13          WIN          2.48
Central Arkansas     Austin Peay          -21.31       -12.5        -3           LOSS         18.31
West Georgia         North Alabama        11.51        8.5          7            LOSS         4.51
Washington           Wisconsin            21.32        10.5         -3           LOSS         24.32
Stanford             North Carolina       1.51         -7.5         -5           WIN          6.51
McNeese              East Texas A&M       -8.99        -2.5         15           LOSS         23.99
Texas State          Louisiana            5.14         3.5          -3           LOSS         8.14
Sac State            Portland State       14.29        21.5         28           LOSS         13.71
Northern Colorado    Northern Arizona     -12.47       -12.5        -39          LOSS         26.53
Nicholls             UTRGV                -2.27        -3.5         -7           LOSS         4.73
Cal Poly             Idaho State          1.54         -6.5         -10          LOSS         11.54
Air Force            San Jose State       -11.88       -6.0         10           LOSS         21.88
Florida State        Clemson              8.26         -1.5         -14          LOSS         22.26
Wake Forest          Virginia             -6.99        -6.5         7            LOSS         13.99
Cal                  Louisville           -20.42       -18.5        3            LOSS         23.42
UC Davis             Idaho                6.63         2.5          14           WIN          7.37
Florida              Kentucky             4.35         4.5          -31          WIN          35.35
Navy                 Notre Dame           -29.36       -30.5        -39          LOSS         9.64
LSU                  Alabama              -10.26       -9.5         -11          WIN          0.74
Nevada               Utah State           -18.32       -9.5         -37          WIN          18.68
Nebraska             UCLA                 10.40        -2.0         7            WIN          3.40
UNLV                 Colorado State       10.13        5.5          32           WIN          21.87
Sam Houston          Oregon State         -20.57       -21.0        4            WIN          24.57
San Diego State      Hawai'i              10.22        6.5          -32          LOSS         42.22

Kent State           Akron                -5.43        -7.5         7            WIN          12.43
Ohio                 Western Michigan     0.04         -1.5         -4           LOSS         4.04
Buffalo              Central Michigan     -10.77       -2.5         -19          WIN          8.23
Northern Illinois    UMass                11.72        9.5          42           WIN          30.28
Toledo               Miami OH             2.72         5.5          21           LOSS         18.28
Troy                 Old Dominion         -25.92       -9.5         -33          WIN          7.08
SC State             NC Central           -2.99        -6.5         7            WIN          9.99
Clemson              Louisville           -6.97        -2.5         1            LOSS         7.97
Minnesota            Oregon               -30.48       -26.5        -29          WIN          1.48
CCSU                 Duquesne             -0.89        3.5          -5           WIN          4.11
Penn                 Harvard              -24.73       -21.5        -2           LOSS         22.73
Wisconsin            Indiana              -36.40       -28.5        -24          LOSS         12.40
USF                  Navy                 11.78        9.5          -3           LOSS         14.78
ETSU                 Western Carolina     -4.46        -4.5         17           WIN          21.46
Michigan             Northwestern         9.90         10.5         2            WIN          7.90
South Carolina       Texas A&M            -25.55       -16.5        -1           LOSS         24.55
Eastern Michigan     Ball State           -5.84        3.0          15           LOSS         20.84
New Hampshire        Bryant               13.70        13.5         28           WIN          14.30
Holy Cross           Bucknell             3.36         -1.5         17           WIN          13.64
UTSA                 Charlotte            26.52        17.5         21           WIN          5.52
Notre Dame           Pitt                 5.55         12.5         22           LOSS         16.45
Merrimack            Sacred Heart         -0.67        -5.5         -5           WIN          4.33
LIU                  Saint Francis        19.55        13.5         7            LOSS         12.55
Stonehill            Wagner               -1.94        -2.0         -6           LOSS         4.06
Indiana State        Youngstown State     -13.80       -20.5        -19          WIN          5.20
Kansas State         Oklahoma State       26.43        19.5         8            LOSS         18.43
Arizona              Cincinnati           -3.48        -5.5         6            WIN          9.48
Brown                Columbia             6.49         2.5          3            WIN          3.49
Air Force            UConn                -11.99       -7.5         -10          WIN          1.99
Drake                Dayton               4.21         3.5          8            WIN          3.79
Davidson             Marist               -16.73       -13.5        -27          WIN          10.27
Robert Morris        Mercyhurst           -8.16        -4.5         -14          WIN          5.84
Morgan State         Norfolk State        1.64         5.5          7            LOSS         5.36
Monmouth             NC A&T               25.96        21.5         44           WIN          18.04
North Dakota         Murray State         43.08        33.5         18           LOSS         25.08
Yale                 Princeton            8.87         10.5         3            WIN          5.87
Arkansas             LSU                  -10.75       -4.5         -1           LOSS         9.75
Towson               Albany               8.03         13.5         17           LOSS         8.97
Howard               Delaware State       -19.03       -13.5        -13          LOSS         6.03
VMI                  Furman               -18.30       -21.5        -18          WIN          0.30
South Dakota         Southern Illinois    -4.60        -3.5         2            LOSS         6.60
Oregon State         Tulsa                -6.45        -1.5         -17          WIN          10.55
West Virginia        Arizona State        -20.11       -10.5        -2           LOSS         18.11
Cornell              Dartmouth            -15.68       -10.0        -10          PUSH         5.68
Fordham              Georgetown           -7.09        -5.5         -14          WIN          6.91
William & Mary       Hampton              20.69        19.5         41           WIN          20.31
Bethune-Cookman      Jackson State        -17.14       -23.5        -15          WIN          2.14
Rhode Island         Maine                -4.45        4.5          32           LOSS         36.45
Stetson              Valparaiso           -5.30        -2.5         -1           LOSS         4.30
Stony Brook          Villanova            -9.36        -11.5        -3           WIN          6.36
Lehigh               Colgate              19.18        20.5         20           WIN          0.82
Tennessee Tech       Kentucky             -17.71       -22.5        -32          LOSS         14.29
Lafayette            Richmond             5.00         3.5          7            WIN          2.00
Samford              Austin Peay          -32.02       -24.5        -14          LOSS         18.02
Presbyterian         St. Thomas           -10.81       -5.5         14           LOSS         24.81
Elon                 Campbell             4.92         4.0          7            WIN          2.08
Wofford              The Citadel          -1.25        3.5          2            WIN          3.25
Marshall             Georgia State        12.47        9.5          12           WIN          0.47
North Texas          UAB                  25.90        17.5         29           WIN          3.10
Charleston Southern  UT Martin            -0.23        -10.5        -3           WIN          2.77
SE Missouri State    Western Illinois     2.65         6.5          5            WIN          2.35
Utah Tech            West Georgia         -16.40       -14.5        -23          WIN          6.60
Gardner-Webb         Tennessee State      28.07        14.0         16           WIN          12.07
Pine Bluff           Prairie View         -15.70       -18.5        -47          LOSS         31.30
Illinois State       South Dakota State   -0.32        -3.5         14           WIN          14.32
Grambling            Alcorn State         1.20         1.5          -11          WIN          12.20
Texas Southern       Southern             8.07         6.5          5            LOSS         3.07
Colorado State       New Mexico           -18.57       -15.5        -3           LOSS         15.57
Abilene Christian    Eastern Kentucky     15.56        8.5          7            LOSS         8.56
Chattanooga          Mercer               -22.46       -14.5        -46          WIN          23.54
Florida A&M          Alabama A&M          -3.85        2.5          3            LOSS         6.85
Eastern Illinois     Lindenwood           -10.09       -5.5         -30          WIN          19.91
UTEP                 Missouri State       -15.24       -6.0         -14          WIN          1.24
SE Louisiana         Incarnate Word       13.56        5.5          3            LOSS         10.56
App State            James Madison        -24.98       -21.0        -48          WIN          23.02
Penn State           Michigan State       5.99         7.0          18           LOSS         12.01
Northern Iowa        North Dakota State   -42.29       -33.5        -32          LOSS         10.29
San Jose State       Nevada               14.67        9.5          -45          LOSS         59.67
Georgia Tech         Boston College       21.72        16.5         2            LOSS         19.72
Texas State          Southern Miss        -12.69       -3.0         27           LOSS         39.69
UCF                  Texas Tech           -31.27       -24.5        -39          WIN          7.73
Virginia             Duke                 3.93         -5.5         17           WIN          13.07
NC State             Miami FL             -15.69       -15.5        -34          WIN          18.31
Iowa                 USC                  -11.39       -6.5         -5           LOSS         6.39
Oklahoma             Alabama              -3.17        -6.5         2            WIN          5.17
Maryland             Illinois             -7.98        -16.5        -18          LOSS         10.02
South Alabama        Louisiana-Monroe     1.74         4.5          12           LOSS         10.26
Middle Tennessee     Western Kentucky     -13.48       -13.5        -16          LOSS         2.52
Northwestern State   Nicholls             -23.40       -23.5        -5           WIN          18.40
FAU                  Tulane               -19.08       -16.5        -11          LOSS         8.08
Memphis              East Carolina        -8.09        -3.0         -4           WIN          4.09
Butler               San Diego            -8.99        -7.5         -22          WIN          13.01
Cal Poly             Northern Arizona     -10.70       -11.5        -8           WIN          2.70
Northern Colorado    Eastern Washington   -0.59        -4.0         -20          LOSS         19.41
New Mexico State     Tennessee            -39.49       -41.5        -33          WIN          6.49
North Carolina       Wake Forest          -18.06       -3.5         -16          WIN          2.06
Liberty              FIU                  0.91         2.5          -7           WIN          7.91
Lamar                SF Austin            -14.08       -13.5        -11          LOSS         3.08
Montana              Portland State       30.73        31.5         46           LOSS         15.27
Houston Christian    East Texas A&M       -16.32       -7.5         -5           LOSS         11.32
Alabama State        Mississippi Valley St34.76        30.5         38           WIN          3.24
Coastal Carolina     Georgia Southern     -2.43        -3.0         -5           LOSS         2.57
Weber State          Idaho State          -15.87       -12.5        -28          WIN          12.13
Florida              Ole Miss             -13.94       -11.5        -10          LOSS         3.94
North Alabama        Tarleton State       -31.53       -31.5        -61          WIN          29.47
Delaware             Sam Houston          10.01        11.0         -3           WIN          13.01
Utah State           UNLV                 -3.96        -4.5         -3           WIN          0.96
Purdue               Washington           -18.55       -14.5        -36          WIN          17.45
Utah                 Baylor               19.11        9.5          27           WIN          7.89
UTRGV                McNeese              0.49         4.5          15           LOSS         14.51
Texas                Georgia              -10.69       -4.5         -25          WIN          14.31
UCLA                 Ohio State           -37.50       -33.5        -38          WIN          0.50
Virginia Tech        Florida State        -15.55       -14.0        -20          WIN          4.45
Mississippi State    Missouri             -2.65        -7.0         -22          LOSS         19.35
Kennesaw State       Jax State            10.89        3.5          -9           LOSS         19.89
Central Arkansas     Southern Utah        -22.30       -13.5        -7           LOSS         15.30
Idaho                Sac State            -9.13        -6.5         -3           LOSS         6.13
Louisiana Tech       Washington State     -3.76        -10.0        -25          LOSS         21.24
TCU                  BYU                  -4.95        -3.0         -31          WIN          26.05
UC Davis             Montana State        -15.68       -18.5        -21          LOSS         5.32
Boise State          San Diego State      -1.48        -2.5         -10          LOSS         8.52
Wyoming              Fresno State         -1.83        -3.0         -21          LOSS         19.17

Akron                Bowling Green        -2.89        -2.5         3            LOSS         5.89
UMass                Ohio                 -36.55       -34.5        -28          LOSS         8.55
Western Michigan     Northern Illinois    8.89         7.0          16           WIN          7.11
Miami OH             Buffalo              5.11         2.5          17           WIN          11.89
Central Michigan     Kent State           8.23         7.5          12           WIN          3.77
Nicholls             SE Louisiana         -23.03       -16.5        -12          LOSS         11.03
Louisiana            Arkansas State       -4.20        -2.5         4            LOSS         8.20
SF Austin            Northwestern State   36.30        38.5         48           LOSS         11.70
Florida State        NC State             2.42         6.5          -10          WIN          12.42
Hawai'i              UNLV                 -1.60        -2.5         -28          LOSS         26.40
NC Central           Morgan State         15.74        9.5          19           WIN          3.26
Tulsa                Army                 -9.66        -9.5         1            LOSS         10.66
Mercyhurst           CCSU                 -10.84       -10.5        -7           LOSS         3.84
Wagner               LIU                  -11.96       -8.5         -7           LOSS         4.96
Albany               Monmouth             -28.46       -31.5        7            WIN          35.46
Western Carolina     VMI                  25.52        27.5         42           LOSS         16.48
Miami FL             Virginia Tech        22.88        17.5         17           LOSS         5.88
Rutgers              Ohio State           -30.24       -28.5        -33          WIN          2.76
Bryant               Stony Brook          -17.63       -17.5        -7           LOSS         10.63
Delaware             Wake Forest          -27.52       -17.5        -38          WIN          10.48
Dartmouth            Brown                10.85        7.5          -7           LOSS         17.85
Kansas               Iowa State           -9.93        -3.5         -24          WIN          14.07
Minnesota            Northwestern         -10.97       -3.5         -3           LOSS         7.97
Missouri             Oklahoma             -15.45       -5.5         -11          WIN          4.45
Louisville           SMU                  -4.10        -3.5         -32          WIN          27.90
Samford              Texas A&M            -75.03       -54.5        -48          LOSS         27.03
Harvard              Yale                 7.07         6.5          -17          LOSS         24.07
Fordham              Merrimack            -14.40       -5.5         -1           LOSS         13.40
Lehigh               Lafayette            14.90        10.5         10           LOSS         4.90
Charlotte            Georgia              -57.33       -42.5        -32          LOSS         25.33
Marist               Presbyterian         -16.44       -17.5        -4           WIN          12.44
Saint Francis        Stonehill            -13.04       -7.5         -10          WIN          3.04
Campbell             Towson               -8.07        -8.5         -4           WIN          4.07
Pine Bluff           Alabama State        -30.95       -26.5        -31          WIN          0.05
Valparaiso           Butler               -25.03       -16.5        -7           LOSS         18.03
Bucknell             Colgate              -10.54       -9.5         -19          WIN          8.46
Columbia             Cornell              -12.00       -9.5         17           LOSS         29.00
SC State             Delaware State       4.38         5.5          11           LOSS         6.62
The Citadel          ETSU                 -15.01       -11.5        -2           LOSS         13.01
Murray State         Indiana State        -17.45       -12.5        14           LOSS         31.45
Washington State     James Madison        -7.37        -14.5        -4           WIN          3.37
Sacred Heart         Villanova            -16.76       -16.5        -24          WIN          7.24
Richmond             William & Mary       -8.80        -6.5         7            LOSS         15.80
Old Dominion         Georgia Southern     17.59        10.0         35           WIN          17.41
San Diego            Stetson              26.94        22.5         34           WIN          7.06
Dayton               Davidson             18.36        18.5         28           LOSS         9.64
Morehead State       Drake                -27.84       -22.5        -7           LOSS         20.84
Southern Illinois    Illinois State       -6.27        -4.5         30           LOSS         36.27
Maine                New Hampshire        -6.88        -8.5         -6           WIN          0.88
Hampton              Rhode Island         -39.28       -31.5        -28          LOSS         11.28
UT Martin            Tennessee Tech       -24.42       -16.5        -3           LOSS         21.42
Baylor               Arizona              -15.65       -6.5         -24          WIN          8.35
Princeton            Penn                 -6.75        -4.5         -11          WIN          4.25
Chattanooga          Wofford              -7.26        -4.5         -22          WIN          14.74
Western Illinois     Gardner-Webb         -23.08       -13.5        5            LOSS         28.08
Duquesne             Robert Morris        10.42        13.5         3            WIN          7.42
Southern Utah        North Alabama        16.96        17.5         2            WIN          14.96
South Dakota State   North Dakota         -20.24       -8.5         3            LOSS         23.24
Youngstown State     Northern Iowa        15.13        13.5         3            LOSS         12.13
Nevada               Wyoming              -9.73        -6.5         6            LOSS         15.73
Missouri State       Kennesaw State       -8.72        -6.5         -7           WIN          1.72
NC A&T               Elon                 -25.88       -21.5        -38          WIN          12.12
Montana State        Montana              4.19         4.5          3            WIN          1.19
Ball State           Toledo               -30.45       -29.5        -29          LOSS         1.45
Eastern Illinois     Alabama              -63.24       -50.5        -56          WIN          7.24
Mercer               Auburn               -22.98       -27.5        -45          LOSS         22.02
Lindenwood           SE Missouri State    1.15         1.5          17           LOSS         15.85
Tennessee State      Charleston Southern  -22.46       -11.5        -1           LOSS         21.46
Portland State       Northern Colorado    -10.12       -10.5        -11          LOSS         0.88
Marshall             App State            7.55         4.5          -2           LOSS         9.55
Incarnate Word       Houston Christian    17.03        17.5         21           LOSS         3.97
Mississippi Valley StPrairie View         -26.58       -29.5        -53          LOSS         26.42
New Mexico State     UTEP                 0.91         -3.5         3            WIN          2.09
Northern Arizona     Weber State          17.24        14.5         -20          LOSS         37.24
UConn                FAU                  3.00         6.5          3            WIN          0.00
USF                  UAB                  29.00        21.5         30           WIN          1.00
